x,y
0.5681528278618153,0.5967652929959257
0.5781528278618153,0.8891764195590213
0.5881528278618153,1.1620171792507534
0.5981528278618153,1.415901089712392
0.6081528278618153,1.6514327271808327
0.6181528278618154,1.8692076682919776
0.6281528278618154,2.0698124375825273
0.6381528278618154,2.253824460561475
0.6481528278618153,2.42181202222514
0.6581528278618153,2.5743342308904005
0.6681528278618153,2.711940987222434
0.6781528278618153,2.835172958335477
0.6881528278618153,2.944561556845528
0.6981528278618153,3.0406289247565326
0.7081528278618153,3.1238879220622096
0.7181528278618153,3.1948421199478645
0.7281528278618153,3.253985798477629
0.7381528278618154,3.301803948653827
0.7481528278618153,3.3387722787375225
0.7581528278618153,3.3653572247195456
0.7681528278618153,3.3820159648337977
0.7781528278618153,3.389196438005399
0.7881528278618153,3.387337366127852
0.7981528278618153,3.3768682800651533
0.8081528278618153,3.358209549275358
0.8181528278618153,3.3317724149546137
0.8281528278618153,3.2979590266008216
0.8381528278618153,3.2571624818987175
0.8481528278618153,3.2097668698283854
0.8581528278618153,3.1561473169013397
0.8681528278618154,3.096670036429316
0.8781528278618154,3.0316923807324656
0.8881528278618154,2.9615628961944225
0.8981528278618154,2.886621381074008
0.9081528278618154,2.8071989459833304
0.9181528278618154,2.723618076945016
0.9281528278618153,2.636192700940242
0.9381528278618153,2.5452282538635984
0.9481528278618153,2.4510217507988017
0.9581528278618153,2.35386185853298
0.9681528278618153,2.2540289702273952
0.9781528278618153,2.1517952821638886
0.9881528278618152,2.047424872487639
0.9981528278618153,1.9411737818677608
1.0081528278618153,1.8332900959989047
1.0181528278618153,1.7240140298682007
1.0281528278618153,1.6135780137121571
1.0381528278618153,1.5022067805911092
1.0481528278618153,1.3901174555075784
1.0581528278618153,1.277519645998595
1.0681528278618153,1.1646155341310447
1.0781528278618153,1.0515999698317557
1.0881528278618153,0.938660565484227
1.0981528278618153,0.8259777917254354
1.1081528278618153,0.7137250743771091
1.1181528278618154,0.6020688924473632
1.1281528278618154,0.49116887713897484
1.1381528278618154,0.3811779118020553
1.1481528278618152,0.2722422327702816
1.1581528278618154,0.1645015310203064
1.1681528278618152,0.058089054595015455
1.1781528278618154,-0.046868288266608715
1.1881528278618152,-0.15024982535081222
1.1981528278618154,-0.25194101609731945
1.2081528278618152,-0.3518333466889203
1.2181528278618154,-0.4498242246569788
1.2281528278618152,-0.5458168730557986
1.2381528278618155,-0.6397202242570756
1.2481528278618153,-0.7314488134160513
1.2581528278618155,-0.8209226716593179
1.2681528278618153,-0.9080672190425787
1.2781528278618153,-0.9928131573277028
1.2881528278618153,-1.0750963626244783
1.2981528278618153,-1.1548577779451676
1.3081528278618153,-1.232043305715166
1.3181528278618153,-1.3066037002854642
1.3281528278618153,-1.3784944604898328
1.3381528278618153,-1.4476757222890768
1.3481528278618153,-1.514112151543884
1.3581528278618153,-1.5777728369578483
1.3681528278618154,-1.638631183228938
1.3781528278618154,-1.6966648044497248
1.3881528278618154,-1.7518554177938768
1.3981528278618154,-1.8041887375262888
1.4081528278618154,-1.8536543693727197
1.4181528278618152,-1.9002457052851867
1.4281528278618154,-1.9439598186381204
1.4381528278618152,-1.984797359887395
1.4481528278618154,-2.0227624527273775
1.4581528278618152,-2.0578625907772334
1.4681528278618154,-2.0901085348275785
1.4781528278618152,-2.1195142106794975
1.4881528278618155,-2.1460966076045196
1.4981528278618153,-2.1698756774550105
1.5081528278618155,-2.190874234453517
1.5181528278618153,-2.2091178556890725
